company_slug,company_name,industry,city,draft_description,status,is_public,note
fm-logistic-ukraine,FM Logistic Ukraine,Логістика,,"FM Logistic Ukraine — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
fondy,Fondy,Банки і фінанси,,"Fondy — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
fora,Fora,Ритейл,,"Fora — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
forbes-ukraine,Forbes Ukraine,Media,,"Forbes Ukraine — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
foxtrot,Foxtrot,Ритейл електроніки,Україна,"Foxtrot — компанія у сфері Ритейл електроніки. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
frinet,Frinet,Telecom,,"Frinet — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
fujikura-automotive-ukraine-lviv,Fujikura Automotive Ukraine Lviv,Виробництво,,"Fujikura Automotive Ukraine Lviv — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
gastrofamily,GastroFamily,HoReCa,,"GastroFamily — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
genesis,Genesis,IT,,"Genesis — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
genius-space,Genius Space,Освіта,,"Genius Space — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
gfk-ukraine,GfK Ukraine,Консалтинг,,"GfK Ukraine — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
gigatrans,GigaTrans,Telecom,,"GigaTrans — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
global-bilgi,Global Bilgi,Послуги,Київ,"Global Bilgi — компанія у сфері Послуги. Компанія вказана з містом: Київ. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
globallogic,GlobalLogic,IT,,"GlobalLogic — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
globallogic-ukraine,GlobalLogic Ukraine,IT,Україна,"GlobalLogic Ukraine — компанія у сфері IT. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
glovo,Glovo,Логістика і доставка,Київ,"Glovo — компанія у сфері Логістика і доставка. Компанія вказана з містом: Київ. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
glovo-ukraine,Glovo Ukraine,IT,,"Glovo Ukraine — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
glovo-ukraina,Glovo Україна,Доставка,Україна,"Glovo Україна — компанія у сфері Доставка. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
goit,GoIT,Освіта,,"GoIT — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
goodwine,GoodWine,Ритейл / HoReCa,Україна,"GoodWine — компанія у сфері Ритейл / HoReCa. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
grade-education-centre,Grade Education Centre,Освіта,,"Grade Education Centre — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
gradus-research,Gradus Research,Консалтинг,,"Gradus Research — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
grammarly,Grammarly,IT,,"Grammarly — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
grammarly-ukraine,Grammarly Ukraine,IT,Україна,"Grammarly Ukraine — компанія у сфері IT. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
grant-thornton-ukraine,Grant Thornton Ukraine,Консалтинг,,"Grant Thornton Ukraine — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
green-forest,Green Forest,Освіта,,"Green Forest — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
greenville,Greenville,Нерухомість,,"Greenville — компанія у сфері Нерухомість. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
gres-todorchuk,Gres Todorchuk,Media,,"Gres Todorchuk — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
grid-dynamics-ukraine,Grid Dynamics Ukraine,IT,,"Grid Dynamics Ukraine — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
harveast,HarvEast,Агро,,"HarvEast — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
headway,Headway,IT,,"Headway — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
helsi,Helsi,Медицина,,"Helsi — компанія у сфері Медицина. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
henkel-bautechnik-ukraine,Henkel Bautechnik Ukraine,Будівництво,,"Henkel Bautechnik Ukraine — компанія у сфері Будівництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
henkel-ukraine,Henkel Ukraine,Виробництво,,"Henkel Ukraine — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
hillel-it-school,Hillel IT School,Освіта,,"Hillel IT School — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
hillmont-partners,Hillmont Partners,Юридичні послуги,,"Hillmont Partners — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
honda-ukraina,Honda Україна,Авто,,"Honda Україна — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
hotlineua,Hotline.ua,E-commerce,,"Hotline.ua — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
hromadske,Hromadske,Media,,"Hromadske — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
hyundai-motor-ukraine,Hyundai Motor Ukraine,Авто,,"Hyundai Motor Ukraine — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ictv,ICTV,Media,,"ICTV — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ids-ukraine,IDS Ukraine,FMCG,,"IDS Ukraine — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ilf,ILF,Юридичні послуги,,"ILF — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ilyashev-partners,Ilyashev & Partners,Юридичні послуги,,"Ilyashev & Partners — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
imc,IMC,Агро,,"IMC — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
info-sapiens,Info Sapiens,Консалтинг,,"Info Sapiens — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
infopulse,Infopulse,IT,,"Infopulse — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
integrites,Integrites,Юридичні послуги,,"Integrites — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
intellias,Intellias,IT,,"Intellias — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
intersport-ukraine,Intersport Ukraine,Ритейл,,"Intersport Ukraine — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
intertop,Intertop,Ритейл,,"Intertop — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
into-sana,Into-Sana,Медицина,,"Into-Sana — компанія у сфері Медицина. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ipay-ua,iPay.ua,Банки і фінанси,,"iPay.ua — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
itera-ukraine,Itera Ukraine,IT,,"Itera Ukraine — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
jabil-ukraine,Jabil Ukraine,Виробництво,,"Jabil Ukraine — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
jooble,Jooble,IT,,"Jooble — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
jti-ukraine,JTI Ukraine,FMCG,,"JTI Ukraine — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
juscutum,Juscutum,Юридичні послуги,,"Juscutum — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
justin,Justin,Логістика,,"Justin — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
jysk,JYSK,Ритейл,,"JYSK — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
jysk-ukraina,JYSK Україна,Ритейл,Україна,"JYSK Україна — компанія у сфері Ритейл. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kabanchikua,Kabanchik.ua,E-commerce,,"Kabanchik.ua — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kabanchikua-services,Kabanchik.ua Services,Побутові послуги,,"Kabanchik.ua Services — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kan-market,KAN Market,Нерухомість,,"KAN Market — компанія у сфері Нерухомість. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kantar-ukraine,Kantar Ukraine,Консалтинг,,"Kantar Ukraine — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kasta,Kasta,E-commerce,,"Kasta — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kernel,Kernel,FMCG,,"Kernel — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kfc,KFC,Ресторани і фастфуд,,"KFC — компанія у сфері Ресторани і фастфуд. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kfc-ukraine,KFC Ukraine,HoReCa,,"KFC Ukraine — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kfc-ukraina,KFC Україна,HoReCa,Україна,"KFC Україна — компанія у сфері HoReCa. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kia-ukraine,Kia Ukraine,Авто,,"Kia Ukraine — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kimberly-clark-ukraine,Kimberly-Clark Ukraine,Виробництво,,"Kimberly-Clark Ukraine — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kindgeek,KindGeek,IT,,"KindGeek — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
klo,KLO,АЗС,Україна,"KLO — компанія у сфері АЗС. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
klo-cafe,KLO Cafe,HoReCa,,"KLO Cafe — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
knauf-ukraine,Knauf Ukraine,Будівництво,,"Knauf Ukraine — компанія у сфері Будівництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kness,KNESS,Енергетика,,"KNESS — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kormotech,Kormotech,FMCG,,"Kormotech — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kpmg-ukraine,KPMG Ukraine,Консалтинг,,"KPMG Ukraine — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kromberg-schubert-ukraine,Kromberg & Schubert Ukraine,Виробництво,,"Kromberg & Schubert Ukraine — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kse-institute,KSE Institute,Освіта,,"KSE Institute — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kuehne-nagel-ukraine,Kuehne+Nagel Ukraine,Логістика,,"Kuehne+Nagel Ukraine — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kyivstar,Kyivstar,Telecom,,"Kyivstar — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
kyivstar-tv,Kyivstar TV,Media,,"Kyivstar TV — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
laba,Laba,Освіта,,"Laba — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
laba-group,Laba Group,IT,,"Laba Group — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lactalis-ukraine,Lactalis Ukraine,FMCG,,"Lactalis Ukraine — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lanet,Lanet,Telecom,,"Lanet — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lc-waikiki-ukraine,LC Waikiki Ukraine,Ритейл,,"LC Waikiki Ukraine — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lc-waikiki-ukraina,LC Waikiki Україна,Ритейл одягу,Україна,"LC Waikiki Україна — компанія у сфері Ритейл одягу. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lcf-law-group,LCF Law Group,Юридичні послуги,,"LCF Law Group — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
legal-house,Legal House,Юридичні послуги,,"Legal House — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
leoni-wiring-systems-ua,Leoni Wiring Systems UA,Виробництво,,"Leoni Wiring Systems UA — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
levi9-ukraine,Levi9 Ukraine,IT,,"Levi9 Ukraine — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lexus-ukraina,Lexus Україна,Авто,,"Lexus Україна — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lifecell,lifecell,Telecom,,"lifecell — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
liganet,Liga.net,Media,,"Liga.net — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
liki24,Liki24,E-commerce,,"Liki24 — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
limagrain-ukraine,Limagrain Ukraine,Агро,,"Limagrain Ukraine — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
liqpay,LiqPay,Банки і фінанси,,"LiqPay — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lnz-group,LNZ Group,Агро,,"LNZ Group — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
logistic-plus-ukraine,Logistic Plus Ukraine,Логістика,,"Logistic Plus Ukraine — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
logos-it-academy,Logos IT Academy,Освіта,,"Logos IT Academy — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lohika,Lohika,IT,,"Lohika — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lun,LUN,E-commerce,,"LUN — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
luxoft,Luxoft,IT,,"Luxoft — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
lviv-croissants,Lviv Croissants,HoReCa,,"Lviv Croissants — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
macpaw,MacPaw,IT,,"MacPaw — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mafia,Mafia,HoReCa,,"Mafia — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
main-academy,Main Academy,Освіта,,"Main Academy — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
makeup,MakeUp,Ритейл,,"MakeUp — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
marchenko-partners,Marchenko Partners,Юридичні послуги,,"Marchenko Partners — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
masterzoo,MasterZoo,Побутові послуги,,"MasterZoo — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mate-academy,Mate academy,Освіта,,"Mate academy — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
materialise-ukraine,Materialise Ukraine,IT,,"Materialise Ukraine — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mazars-ukraine,Mazars Ukraine,Консалтинг,,"Mazars Ukraine — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mctoday,MC.today,Media,,"MC.today — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mcdonalds,McDonald's,Ресторани і фастфуд,,"McDonald's — компанія у сфері Ресторани і фастфуд. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mcdonalds-ukraine,McDonald's Ukraine,HoReCa,,"McDonald's Ukraine — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mcdonalds-ua,McDonald’s Україна,HoReCa,Україна,"McDonald’s Україна — компанія у сфері HoReCa. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mckinsey-ukraine,McKinsey Ukraine,Консалтинг,,"McKinsey Ukraine — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
meest,Meest,Логістика,,"Meest — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
meest-poshta,Meest Пошта,Логістика,Україна,"Meest Пошта — компанія у сфері Логістика. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
megasport,Megasport,Ритейл,,"Megasport — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
megogo,Megogo,Media,,"Megogo — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
menya-musashi-ukraine,Menya Musashi Ukraine,HoReCa,,"Menya Musashi Ukraine — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mercedes-benz-ukraine,Mercedes-Benz Ukraine,Авто,,"Mercedes-Benz Ukraine — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
